Interface IP_1,Interface ID_1,Sequence Number,Latency_1,Interface IP_2,Interface ID_2,Latency_2,Latency Difference
39.7.231.168,1.0,5,0.1177287101745605,39.7.231.168,2.0,0.1479754447937011,0.030246734619140583
39.7.231.168,1.0,15,0.1108300685882568,39.7.231.168,2.0,0.1336174011230468,0.022787332534789997
39.7.231.168,1.0,70,0.2013869285583496,39.7.231.168,2.0,0.1498715877532959,0.05151534080505371
39.7.231.168,1.0,72,0.1678147315979004,39.7.231.168,2.0,0.1164991855621337,0.051315546035766685
39.7.231.168,1.0,111,0.1225967407226562,39.7.231.168,2.0,0.1440181732177734,0.021421432495117215
39.7.231.168,1.0,366,0.0259780883789062,39.7.231.168,2.0,0.0032408237457275,0.0227372646331787
39.7.231.168,1.0,367,0.0259749889373779,39.7.231.168,2.0,0.0033552646636962,0.0226197242736817
39.7.231.168,1.0,368,0.0260548591613769,39.7.231.168,2.0,0.0043888092041015,0.0216660499572754
39.7.231.168,1.0,378,0.0247333049774169,39.7.231.168,2.0,0.0031070709228515,0.0216262340545654
39.7.231.168,1.0,408,0.0230801105499267,39.7.231.168,2.0,0.0026602745056152,0.0204198360443115
39.7.231.168,1.0,420,0.0261511802673339,39.7.231.168,2.0,0.0018038749694824,0.0243473052978515
39.7.231.168,1.0,421,0.0268187522888183,39.7.231.168,2.0,0.0034646987915039,0.0233540534973144
39.7.231.168,1.0,422,0.0270552635192871,39.7.231.168,2.0,0.0036742687225341,0.023380994796753
39.7.231.168,1.0,425,0.0279579162597656,39.7.231.168,2.0,0.0046474933624267,0.023310422897338902
39.7.231.168,1.0,423,0.0284600257873535,39.7.231.168,2.0,0.0038158893585205,0.024644136428832997
39.7.231.168,1.0,424,0.0285613536834716,39.7.231.168,2.0,0.004441499710083,0.0241198539733886
39.7.231.168,1.0,498,0.0251507759094238,39.7.231.168,2.0,0.0018775463104248,0.023273229598999
39.7.231.168,1.0,534,0.027339220046997,39.7.231.168,2.0,0.0031650066375732,0.0241742134094238
39.7.231.168,1.0,535,0.0275104045867919,39.7.231.168,2.0,0.0038251876831054,0.0236852169036865
39.7.231.168,1.0,536,0.029069185256958,39.7.231.168,2.0,0.0040092468261718,0.025059938430786202
39.7.231.168,1.0,537,0.0292942523956298,39.7.231.168,2.0,0.0048363208770751,0.0244579315185547
39.7.231.168,1.0,539,0.0293223857879638,39.7.231.168,2.0,0.0051307678222656,0.0241916179656982
