Interface IP,Interface ID,Sequence Number,Latency
163.152.3.135,2,1098,1.72164e+09
163.152.3.135,2,1099,1.72164e+09
163.152.3.135,2,1100,1.72164e+09
163.152.3.135,2,1101,1.72164e+09
163.152.3.135,2,1102,1.72164e+09
163.152.3.135,2,1103,1.72164e+09
163.152.3.135,2,1104,1.72164e+09
163.152.3.135,2,1105,1.72164e+09
163.152.3.135,2,1106,1.72164e+09
163.152.3.135,2,1107,1.72164e+09
163.152.3.135,2,1108,1.72164e+09
163.152.3.135,2,1109,1.72164e+09
163.152.3.135,2,1110,1.72164e+09
163.152.3.135,2,1111,1.72164e+09
163.152.3.135,2,1112,1.72164e+09
163.152.3.135,2,1113,1.72164e+09
163.152.3.135,2,1114,1.72164e+09
163.152.3.135,2,1115,1.72164e+09
163.152.3.135,2,1116,1.72164e+09
163.152.3.135,2,1117,1.72164e+09
163.152.3.135,2,1118,1.72164e+09
163.152.3.135,2,1119,1.72164e+09
163.152.3.135,2,1120,1.72164e+09
163.152.3.135,2,1121,1.72164e+09
163.152.3.135,2,1122,1.72164e+09
163.152.3.135,2,1123,1.72164e+09
163.152.3.135,2,1124,1.72164e+09
163.152.3.135,2,1125,1.72164e+09
163.152.3.135,2,1126,1.72164e+09
163.152.3.135,2,1127,1.72164e+09
163.152.3.135,2,1128,1.72164e+09
163.152.3.135,2,1129,1.72164e+09
163.152.3.135,2,1130,1.72164e+09
163.152.3.135,2,1131,1.72164e+09
163.152.3.135,2,1132,1.72164e+09
163.152.3.135,2,1133,1.72164e+09
163.152.3.135,2,1134,1.72164e+09
163.152.3.135,2,1135,1.72164e+09
163.152.3.135,2,1136,1.72164e+09
163.152.3.135,2,1137,1.72164e+09
163.152.3.135,2,1138,1.72164e+09
163.152.3.135,2,1139,1.72164e+09
163.152.3.135,2,1140,1.72164e+09
163.152.3.135,2,1141,1.72164e+09
163.152.3.135,2,1142,1.72164e+09
163.152.3.135,2,1143,1.72164e+09
163.152.3.135,2,1144,1.72164e+09
163.152.3.135,2,1145,1.72164e+09
163.152.3.135,2,1146,1.72164e+09
163.152.3.135,2,1147,1.72164e+09
163.152.3.135,2,1148,1.72164e+09
163.152.3.135,2,1149,1.72164e+09
163.152.3.135,2,1150,1.72164e+09
163.152.3.135,2,1151,1.72164e+09
163.152.3.135,2,1152,1.72164e+09
163.152.3.135,2,1153,1.72164e+09
163.152.3.135,2,1154,1.72164e+09
163.152.3.135,2,1155,1.72164e+09
163.152.3.135,2,1156,1.72164e+09
163.152.3.135,2,1157,1.72164e+09
163.152.3.135,2,1158,1.72164e+09
163.152.3.135,2,1159,1.72164e+09
163.152.3.135,2,1160,1.72164e+09
163.152.3.135,2,1161,1.72164e+09
163.152.3.135,2,1162,1.72164e+09
163.152.3.135,2,1163,1.72164e+09
163.152.3.135,2,1164,1.72164e+09
163.152.3.135,2,1165,1.72164e+09
163.152.3.135,2,1166,1.72164e+09
163.152.3.135,2,1167,1.72164e+09
163.152.3.135,2,1168,1.72164e+09
163.152.3.135,2,1169,1.72164e+09
163.152.3.135,2,1170,1.72164e+09
