Interface,Sequence Number,Arrival Time,Latency
121.128.92.46,498,1721294447.070482,0.20644593238830566
121.128.92.46,499,1721294447.1064107,0.20873570442199707
121.128.92.46,500,1721294447.1364942,0.20538115501403809
121.128.92.46,501,1721294447.1740105,0.20955562591552734
121.128.92.46,502,1721294447.2069461,0.20885705947875977
121.128.92.46,503,1721294447.286357,0.2545938491821289
121.128.92.46,504,1721294447.2866538,0.22113585472106934
121.128.92.46,505,1721294447.304581,0.20528483390808105
121.128.92.46,506,1721294447.3395774,0.20661234855651855
121.128.92.46,507,1721294447.3724842,0.20579314231872559
121.128.92.46,508,1721294447.405599,0.20546722412109375
121.128.92.46,509,1721294447.4390767,0.20517468452453613
121.128.92.46,510,1721294447.4730852,0.20542526245117188
121.128.92.46,511,1721294447.507036,0.20569896697998047
121.128.92.46,512,1721294447.5454838,0.2109057903289795
121.128.92.46,513,1721294447.574515,0.2066340446472168
121.128.92.46,514,1721294447.6093414,0.20788836479187012
121.128.92.46,515,1721294447.6433375,0.20823955535888672
121.128.92.46,516,1721294447.6744123,0.20556926727294922
121.128.92.46,517,1721294447.709608,0.20699310302734375
121.128.92.46,518,1721294447.7439198,0.20795488357543945
121.128.92.46,519,1721294447.7838678,0.21423578262329102
121.128.92.46,520,1721294447.8090107,0.20564866065979004
121.128.92.46,521,1721294447.8416567,0.204575777053833
121.128.92.46,522,1721294447.8779716,0.20713472366333008
121.128.92.46,523,1721294447.909483,0.20513701438903809
121.128.92.46,524,1721294447.945415,0.20727109909057617
121.128.92.46,525,1721294447.9769878,0.20521879196166992
121.128.92.46,526,1721294448.0310116,0.22563457489013672
121.128.92.46,527,1721294448.0439296,0.2046825885772705
121.128.92.46,528,1721294448.078506,0.205672025680542
121.128.92.46,529,1721294448.1164007,0.20975160598754883
121.128.92.46,530,1721294448.166419,0.22637510299682617
121.128.92.46,531,1721294448.178196,0.20457005500793457
121.128.92.46,532,1721294448.212072,0.20484089851379395
121.128.92.46,533,1721294448.2671793,0.2263011932373047
121.128.92.46,534,1721294448.2818992,0.20753931999206543
121.128.92.46,535,1721294448.3128629,0.20495295524597168
121.128.92.46,536,1721294448.346698,0.20509910583496094
121.128.92.46,537,1721294448.3804789,0.20500683784484863
121.128.92.46,538,1721294448.4153168,0.20645570755004883
121.128.92.46,539,1721294448.4472246,0.20460867881774902
121.128.92.46,540,1721294448.4817312,0.20532822608947754
121.128.92.46,541,1721294448.5266488,0.21683573722839355
121.128.92.46,542,1721294448.548803,0.2053060531616211
121.128.92.46,543,1721294448.581942,0.20508909225463867
121.128.92.46,544,1721294448.6364577,0.22577571868896484
121.128.92.46,545,1721294448.6489258,0.20498180389404297
121.128.92.46,546,1721294448.6833746,0.20599365234375
121.128.92.46,547,1721294448.7194738,0.2084817886352539
121.128.92.46,548,1721294448.7499428,0.20524168014526367
121.128.92.46,549,1721294448.7829137,0.20487666130065918
121.128.92.46,550,1721294448.8228207,0.21123766899108887
121.128.92.46,551,1721294448.8518405,0.20653247833251953
121.128.92.46,552,1721294448.8835177,0.20457673072814941
121.128.92.46,553,1721294448.9171462,0.2049541473388672
121.128.92.46,554,1721294448.9512513,0.2053372859954834
121.128.92.46,555,1721294448.9848263,0.20539140701293945
121.128.92.46,556,1721294449.0187116,0.20547866821289062
121.128.92.46,557,1721294449.0522263,0.20537018775939941
121.128.92.46,558,1721294449.0857232,0.20550227165222168
121.128.92.46,559,1721294449.1195862,0.20552515983581543
121.128.92.46,560,1721294449.1529422,0.20511627197265625
121.128.92.46,561,1721294449.1873572,0.20583319664001465
121.128.92.46,562,1721294449.2201958,0.20501375198364258
121.128.92.46,563,1721294449.2537358,0.20467686653137207
121.128.92.46,564,1721294449.2897363,0.20694732666015625
121.128.92.46,565,1721294449.3226573,0.20617127418518066
121.128.92.46,566,1721294449.3566296,0.20634770393371582
121.128.92.46,567,1721294449.3886359,0.20465779304504395
121.128.92.46,568,1721294449.4274664,0.2098073959350586
121.128.92.46,569,1721294449.45928,0.20778799057006836
121.128.92.46,570,1721294449.490151,0.20497393608093262
121.128.92.46,571,1721294449.523687,0.20485377311706543
121.128.92.46,572,1721294449.5576892,0.20553016662597656
121.128.92.46,573,1721294449.5905678,0.20470976829528809
121.128.92.46,574,1721294449.6245759,0.20508289337158203
121.128.92.46,575,1721294449.6576014,0.2046654224395752
121.128.92.46,576,1721294449.6915703,0.20488929748535156
121.128.92.46,577,1721294449.7261605,0.20571255683898926
121.128.92.46,578,1721294449.7590072,0.20489120483398438
121.128.92.46,579,1721294449.793694,0.20583295822143555
121.128.92.46,580,1721294449.8277414,0.20612835884094238
121.128.92.46,581,1721294449.8607364,0.20526528358459473
121.128.92.46,582,1721294449.8947377,0.20548176765441895
121.128.92.46,583,1721294449.9277217,0.20468783378601074
121.128.92.46,584,1721294449.9622014,0.20550942420959473
121.128.92.46,585,1721294449.9952118,0.20503473281860352
121.128.92.46,586,1721294450.0291972,0.20525622367858887
121.128.92.46,587,1721294450.0623696,0.20525360107421875
121.128.92.46,588,1721294450.0957098,0.20498180389404297
121.128.92.46,589,1721294450.1295733,0.20516324043273926
121.128.92.46,590,1721294450.1631947,0.20528960227966309
121.128.92.46,591,1721294450.1965737,0.20510268211364746
121.128.92.46,592,1721294450.2312477,0.20601558685302734
121.128.92.46,593,1721294450.2643034,0.2053053379058838
121.128.92.46,594,1721294450.298636,0.20614194869995117
121.128.92.46,595,1721294450.3316877,0.20534563064575195
121.128.92.46,596,1721294450.364656,0.2047719955444336
121.128.92.46,597,1721294450.3998058,0.20625782012939453
121.128.92.46,598,1721294450.4325986,0.20528960227966309
121.128.92.46,599,1721294450.466487,0.20539283752441406
121.128.92.46,600,1721294450.4999442,0.20525026321411133
121.128.92.46,601,1721294450.533094,0.20463800430297852
121.128.92.46,602,1721294450.5671432,0.20519614219665527
121.128.92.46,603,1721294450.6025267,0.20691776275634766
121.128.92.46,604,1721294450.6344218,0.20504975318908691
121.128.92.46,605,1721294450.6684115,0.20546650886535645
121.128.92.46,606,1721294450.7082884,0.21210241317749023
121.128.92.46,607,1721294450.7353587,0.2054147720336914
121.128.92.46,608,1721294450.7688138,0.20511579513549805
121.128.92.46,609,1721294450.8027544,0.20537638664245605
121.128.92.46,610,1721294450.836609,0.2055668830871582
121.128.92.46,611,1721294450.8706484,0.20588231086730957
121.128.92.46,612,1721294450.903611,0.20510482788085938
121.128.92.46,613,1721294450.9370787,0.20481276512145996
121.128.92.46,614,1721294450.9730372,0.20714116096496582
121.128.92.46,615,1721294451.0050333,0.2056422233581543
121.128.92.46,616,1721294451.0389855,0.20575356483459473
121.128.92.46,617,1721294451.0750358,0.20830273628234863
121.128.92.46,618,1721294451.1282198,0.2279508113861084
121.128.92.46,619,1721294451.160342,0.22623896598815918
121.128.92.46,620,1721294451.1784785,0.21080636978149414
121.128.92.46,621,1721294451.2062676,0.20494461059570312
121.128.92.46,622,1721294451.2401042,0.20499420166015625
121.128.92.46,623,1721294451.2742481,0.20543503761291504
121.128.92.46,624,1721294451.3076115,0.2050623893737793
121.128.92.46,625,1721294451.3426726,0.20636367797851562
121.128.92.46,626,1721294451.3755684,0.2054433822631836
121.128.92.46,627,1721294451.4095201,0.2059180736541748
121.128.92.46,628,1721294451.443033,0.2055819034576416
121.128.92.46,629,1721294451.4769845,0.2059035301208496
121.128.92.46,630,1721294451.5098667,0.2049558162689209
121.128.92.46,631,1721294451.5471158,0.2085268497467041
121.128.92.46,632,1721294451.5770948,0.20514488220214844
121.128.92.46,633,1721294451.6106107,0.20494461059570312
121.128.92.46,634,1721294451.6455483,0.20613622665405273
121.128.92.46,635,1721294451.6785758,0.20540475845336914
121.128.92.46,636,1721294451.7120478,0.20513582229614258
121.128.92.46,637,1721294451.749464,0.20937204360961914
121.128.92.46,638,1721294451.7810159,0.20713591575622559
121.128.92.46,639,1721294451.8159785,0.2084205150604248
121.128.92.46,640,1721294451.8458087,0.20430278778076172
121.128.92.46,641,1721294451.8874223,0.21216130256652832
121.128.92.46,642,1721294451.9164324,0.20752334594726562
121.128.92.46,643,1721294451.9477603,0.2048933506011963
121.128.92.46,644,1721294451.9812672,0.20513510704040527
121.128.92.46,645,1721294452.014295,0.20476317405700684
121.128.92.46,646,1721294452.0477645,0.20482563972473145
121.128.92.46,647,1721294452.0822544,0.2058703899383545
121.128.92.46,648,1721294452.1144078,0.20470976829528809
121.128.92.46,649,1721294452.1484187,0.20524168014526367
121.128.92.46,650,1721294452.1823132,0.20570826530456543
121.128.92.46,651,1721294452.2155132,0.20531225204467773
121.128.92.46,652,1721294452.249003,0.20519804954528809
121.128.92.46,653,1721294452.2823799,0.20510196685791016
121.128.92.46,654,1721294452.3162208,0.20517373085021973
121.128.92.46,655,1721294452.3499765,0.20515656471252441
121.128.92.46,656,1721294452.3841007,0.20546174049377441
121.128.92.46,657,1721294452.4174552,0.20511817932128906
121.128.92.46,658,1721294452.4513235,0.20518755912780762
121.128.92.46,659,1721294452.485658,0.20568299293518066
121.128.92.46,660,1721294452.5191214,0.2053983211517334
121.128.92.46,661,1721294452.5531428,0.20559477806091309
121.128.92.46,662,1721294452.5861187,0.20475363731384277
121.128.92.46,663,1721294452.6199963,0.20493340492248535
121.128.92.46,664,1721294452.653619,0.20530414581298828
121.128.92.46,665,1721294452.6879072,0.2057492733001709
121.128.92.46,666,1721294452.7213113,0.2056732177734375
121.128.92.46,667,1721294452.7542174,0.20492243766784668
121.128.92.46,668,1721294452.7888136,0.20598053932189941
121.128.92.46,669,1721294452.8232956,0.20687365531921387
121.128.92.46,670,1721294452.8557022,0.20543527603149414
121.128.92.46,671,1721294452.8886898,0.20474767684936523
121.128.92.46,672,1721294452.9225454,0.20497941970825195
121.128.92.46,673,1721294452.9579859,0.20654678344726562
121.128.92.46,674,1721294452.9914086,0.20628952980041504
121.128.92.46,675,1721294453.0245514,0.2057504653930664
121.128.92.46,676,1721294453.0598812,0.2078242301940918
121.128.92.46,677,1721294453.0912335,0.20534658432006836
121.128.92.46,678,1721294453.125104,0.20584583282470703
121.128.92.46,679,1721294453.158827,0.20573711395263672
121.128.92.46,680,1721294453.192691,0.2058401107788086
121.128.92.46,681,1721294453.2262135,0.20548248291015625
121.128.92.46,682,1721294453.260148,0.20572113990783691
121.128.92.46,683,1721294453.2989357,0.21084976196289062
121.128.92.46,684,1721294453.3279643,0.20620942115783691
121.128.92.46,685,1721294453.3619492,0.2064952850341797
121.128.92.46,686,1721294453.3948364,0.2056114673614502
121.128.92.46,687,1721294453.43063,0.20765304565429688
121.128.92.46,688,1721294453.4624655,0.20576143264770508
121.128.92.46,689,1721294453.4954517,0.20534062385559082
121.128.92.46,690,1721294453.5352573,0.21140527725219727
121.128.92.46,691,1721294453.5640352,0.20636320114135742
121.128.92.46,692,1721294453.5970166,0.2061154842376709
121.128.92.46,693,1721294453.6354754,0.21092939376831055
121.128.92.46,694,1721294453.6644971,0.20656609535217285
121.128.92.46,695,1721294453.704317,0.21292614936828613
121.128.92.46,696,1721294453.7301803,0.20496225357055664
121.128.92.46,697,1721294453.7640536,0.20510053634643555
121.128.92.46,698,1721294453.7980578,0.20565176010131836
121.128.92.46,699,1721294453.8315485,0.20534539222717285
121.128.92.46,700,1721294453.8656209,0.20579981803894043
121.128.92.46,701,1721294453.8985064,0.20508837699890137
121.128.92.46,702,1721294453.932708,0.20557403564453125
121.128.92.46,703,1721294453.9662352,0.2056870460510254
121.128.92.46,704,1721294454.0001519,0.20612478256225586
121.128.92.46,705,1721294454.0340462,0.20618605613708496
121.128.92.46,706,1721294454.0670855,0.2059764862060547
121.128.92.46,707,1721294454.10104,0.20639300346374512
121.128.92.46,708,1721294454.1353748,0.20734786987304688
121.128.92.46,709,1721294454.1772165,0.21564841270446777
121.128.92.46,710,1721294454.2057495,0.21062350273132324
121.128.92.46,711,1721294454.249195,0.2202131748199463
121.128.92.46,712,1721294454.2684069,0.20576977729797363
121.128.92.46,713,1721294454.3018591,0.20556211471557617
121.128.92.46,714,1721294454.3367646,0.20679354667663574
121.128.92.46,715,1721294454.368665,0.20493793487548828
121.128.92.46,716,1721294454.4026163,0.20513129234313965
121.128.92.46,717,1721294454.4862013,0.2550482749938965
121.128.92.46,718,1721294454.4865398,0.2218177318572998
121.128.92.46,719,1721294454.504345,0.2059769630432129
121.128.92.46,720,1721294454.5382364,0.20606637001037598
121.128.92.46,721,1721294454.5733738,0.20755577087402344
121.128.92.46,722,1721294454.6100323,0.21056628227233887
121.128.92.46,723,1721294454.6404989,0.2072758674621582
121.128.92.46,724,1721294454.6724358,0.20549678802490234
121.128.92.46,725,1721294454.7058048,0.2055058479309082
121.128.92.46,726,1721294454.739194,0.2052149772644043
121.128.92.46,727,1721294454.7810354,0.21329140663146973
121.128.92.46,728,1721294454.827245,0.22614502906799316
121.128.92.46,729,1721294454.8399146,0.20516753196716309
121.128.92.46,730,1721294454.873922,0.2055511474609375
121.128.92.46,731,1721294454.9080272,0.20584607124328613
121.128.92.46,732,1721294454.987596,0.25165796279907227
121.128.92.46,733,1721294454.9953172,0.22601032257080078
121.128.92.46,734,1721294455.0084872,0.2056882381439209
121.128.92.46,735,1721294455.0421183,0.20547223091125488
121.128.92.46,736,1721294455.081829,0.2119450569152832
121.128.92.46,737,1721294455.1127648,0.20914173126220703
121.128.92.46,738,1721294455.1428027,0.20549464225769043
121.128.92.46,739,1721294455.1768327,0.20585966110229492
121.128.92.46,740,1721294455.2122455,0.20770955085754395
121.128.92.46,741,1721294455.2441583,0.20576238632202148
121.128.92.46,742,1721294455.2774882,0.20566821098327637
121.128.92.46,743,1721294455.3130007,0.20778179168701172
121.128.92.46,744,1721294455.345029,0.20632219314575195
121.128.92.46,745,1721294455.3774014,0.20494937896728516
121.128.92.46,746,1721294455.411545,0.20554304122924805
121.128.92.46,747,1721294455.44735,0.20732808113098145
121.128.92.46,748,1721294455.4883223,0.21458125114440918
121.128.92.46,749,1721294455.5132415,0.20583462715148926
121.128.92.46,750,1721294455.5462606,0.20503759384155273
121.128.92.46,751,1721294455.5801208,0.2049238681793213
121.128.92.46,752,1721294455.613537,0.20493602752685547
121.128.92.46,753,1721294455.6476285,0.20535063743591309
121.128.92.46,754,1721294455.6817012,0.20562410354614258
121.128.92.46,755,1721294455.7163026,0.20627951622009277
121.128.92.46,756,1721294455.7486796,0.2049577236175537
121.128.92.46,757,1721294455.7854404,0.2077794075012207
121.128.92.46,758,1721294455.8168845,0.2053544521331787
121.128.92.46,759,1721294455.8511832,0.2059032917022705
121.128.92.46,760,1721294455.8878481,0.20894503593444824
121.128.92.46,761,1721294455.917744,0.20490694046020508
121.128.92.46,762,1721294455.9516203,0.20496535301208496
121.128.92.46,763,1721294455.991498,0.21152591705322266
121.128.92.46,764,1721294456.0184374,0.2051844596862793
121.128.92.46,765,1721294456.0528297,0.20560884475708008
121.128.92.46,766,1721294456.085914,0.20507383346557617
121.128.92.46,767,1721294456.1226895,0.2079753875732422
121.128.92.46,768,1721294456.1556094,0.20722746849060059
121.128.92.46,769,1721294456.2667165,0.28456854820251465
121.128.92.46,770,1721294456.2726376,0.25693559646606445
121.128.92.46,771,1721294456.2729344,0.2234504222869873
121.128.92.46,772,1721294456.2893028,0.20607590675354004
121.128.92.46,773,1721294456.322095,0.20508289337158203
121.128.92.46,774,1721294456.3561184,0.20542454719543457
121.128.92.46,775,1721294456.3897722,0.20511412620544434
121.128.92.46,776,1721294456.4236903,0.20535731315612793
121.128.92.46,777,1721294456.45762,0.20530986785888672
121.128.92.46,778,1721294456.4916244,0.20549535751342773
121.128.92.46,779,1721294456.525273,0.2053220272064209
121.128.92.46,780,1721294456.561278,0.20752215385437012
121.128.92.46,781,1721294456.5925837,0.20499062538146973
121.128.92.46,782,1721294456.6265745,0.20517849922180176
121.128.92.46,783,1721294456.6605327,0.2058086395263672
121.128.92.46,784,1721294456.6981573,0.20976042747497559
121.128.92.46,785,1721294456.7287247,0.20698881149291992
121.128.92.46,786,1721294456.7632692,0.20787811279296875
121.128.92.46,787,1721294456.7943087,0.20531964302062988
121.128.92.46,788,1721294456.8281062,0.20541715621948242
121.128.92.46,789,1721294456.8619301,0.20534110069274902
121.128.92.46,790,1721294456.8950653,0.20519328117370605
121.128.92.46,791,1721294456.9296243,0.20595526695251465
121.128.92.46,792,1721294456.9626641,0.20518708229064941
121.128.92.46,793,1721294456.9976041,0.20645523071289062
121.128.92.46,794,1721294457.030252,0.20532989501953125
121.128.92.46,795,1721294457.0632482,0.2050931453704834
121.128.92.46,796,1721294457.0972614,0.2057044506072998
121.128.92.46,797,1721294457.1307185,0.20572257041931152
121.128.92.46,798,1721294457.163608,0.20537400245666504
121.128.92.46,799,1721294457.1986005,0.20684361457824707
121.128.92.46,800,1721294457.2309809,0.20550775527954102
121.128.92.46,801,1721294457.2646391,0.20572519302368164
121.128.92.46,802,1721294457.2981007,0.20576071739196777
121.128.92.46,803,1721294457.3341448,0.20826172828674316
121.128.92.46,804,1721294457.3651214,0.20556139945983887
121.128.92.46,805,1721294457.398591,0.2055799961090088
121.128.92.46,806,1721294457.4335659,0.206953763961792
121.128.92.46,807,1721294457.465577,0.20513677597045898
121.128.92.46,808,1721294457.4999204,0.20592737197875977
121.128.92.46,809,1721294457.536689,0.20894694328308105
121.128.92.46,810,1721294457.566461,0.20546317100524902
121.128.92.46,811,1721294457.6002743,0.20558834075927734
121.128.92.46,812,1721294457.6337543,0.20589327812194824
121.128.92.46,813,1721294457.6794755,0.21800947189331055
121.128.92.46,814,1721294457.7010007,0.2058727741241455
121.128.92.46,815,1721294457.7338662,0.20522618293762207
121.128.92.46,816,1721294457.767746,0.20537090301513672
121.128.92.46,817,1721294457.801602,0.20577692985534668
121.128.92.46,818,1721294457.834463,0.20539188385009766
121.128.92.46,819,1721294457.8684263,0.20562434196472168
121.128.92.46,820,1721294457.9017982,0.20557117462158203
121.128.92.46,821,1721294457.9350975,0.20541143417358398
121.128.92.46,822,1721294457.9684749,0.20495986938476562
121.128.92.46,823,1721294458.0025787,0.20587968826293945
121.128.92.46,824,1721294458.037554,0.2072460651397705
121.128.92.46,825,1721294458.068899,0.20512080192565918
121.128.92.46,826,1721294458.1021097,0.20496869087219238
121.128.92.46,827,1721294458.141057,0.2102360725402832
121.128.92.46,828,1721294458.1701615,0.20588946342468262
121.128.92.46,829,1721294458.2032304,0.20555949211120605
121.128.92.46,830,1721294458.2365887,0.20512175559997559
121.128.92.46,831,1721294458.2719123,0.20683836936950684
121.128.92.46,832,1721294458.3046412,0.20586514472961426
121.128.92.46,833,1721294458.3381717,0.2057187557220459
121.128.92.46,834,1721294458.3720322,0.20572519302368164
121.128.92.46,835,1721294458.4070072,0.20706820487976074
121.128.92.46,836,1721294458.439596,0.20580387115478516
121.128.92.46,837,1721294458.4726372,0.205092191696167
121.128.92.46,838,1721294458.5065987,0.2054736614227295
121.128.92.46,839,1721294458.540601,0.20572590827941895
121.128.92.46,840,1721294458.5734956,0.20527958869934082
121.128.92.46,841,1721294458.6083045,0.2065434455871582
121.128.92.46,842,1721294458.6410592,0.20553326606750488
121.128.92.46,843,1721294458.67562,0.20650911331176758
121.128.92.46,844,1721294458.708194,0.20552492141723633
121.128.92.46,845,1721294458.744217,0.20776700973510742
121.128.92.46,846,1721294458.7765288,0.2064199447631836
121.128.92.46,847,1721294458.809292,0.20545315742492676
121.128.92.46,848,1721294458.8431416,0.20563054084777832
121.128.92.46,849,1721294458.8808703,0.20968341827392578
121.128.92.46,850,1721294458.9102933,0.2052173614501953
121.128.92.46,851,1721294458.9442167,0.2054598331451416
121.128.92.46,852,1721294458.977595,0.20540904998779297
121.128.92.46,853,1721294459.0115645,0.20599842071533203
121.128.92.46,854,1721294459.0455356,0.20629262924194336
121.128.92.46,855,1721294459.0784533,0.2057662010192871
121.128.92.46,856,1721294459.1123264,0.20597434043884277
121.128.92.46,857,1721294459.146157,0.20596003532409668
121.128.92.46,858,1721294459.1800299,0.2061779499053955
121.128.92.46,859,1721294459.2129242,0.20531415939331055
121.128.92.46,860,1721294459.2475379,0.20594191551208496
121.128.92.46,861,1721294459.2804883,0.20528531074523926
121.128.92.46,862,1721294459.3142567,0.20521259307861328
121.128.92.46,863,1721294459.3490777,0.20638561248779297
121.128.92.46,864,1721294459.383072,0.2066669464111328
121.128.92.46,865,1721294459.4151094,0.2049713134765625
121.128.92.46,866,1721294459.4489737,0.205061674118042
121.128.92.46,867,1721294459.4828315,0.2051084041595459
121.128.92.46,868,1721294459.5165935,0.20517945289611816
121.128.92.46,869,1721294459.5515366,0.2063145637512207
121.128.92.46,870,1721294459.584206,0.20539402961730957
121.128.92.46,871,1721294459.618439,0.2059309482574463
121.128.92.46,872,1721294459.652288,0.20626306533813477
121.128.92.46,873,1721294459.6846924,0.2050952911376953
121.128.92.46,874,1721294459.7193677,0.20592164993286133
121.128.92.46,875,1721294459.753366,0.2062540054321289
121.128.92.46,876,1721294459.7863522,0.20553016662597656
121.128.92.46,877,1721294459.820256,0.20568609237670898
121.128.92.46,878,1721294459.8534038,0.20511269569396973
121.128.92.46,879,1721294459.8873918,0.20549869537353516
121.128.92.46,880,1721294459.9210682,0.20557212829589844
121.128.92.46,881,1721294459.954573,0.20531201362609863
121.128.92.46,882,1721294459.9887767,0.2059335708618164
121.128.92.46,883,1721294460.022786,0.20629000663757324
121.128.92.46,884,1721294460.0553606,0.2053534984588623
121.128.92.46,885,1721294460.0892336,0.2058255672454834
121.128.92.46,886,1721294460.1230989,0.20607280731201172
121.128.92.46,887,1721294460.156002,0.2053990364074707
121.128.92.46,888,1721294460.1889389,0.20497584342956543
121.128.92.46,889,1721294460.2228894,0.20535635948181152
121.128.92.46,890,1721294460.2577012,0.20670318603515625
121.128.92.46,891,1721294460.2905068,0.20592975616455078
121.128.92.46,892,1721294460.3239634,0.20562243461608887
121.128.92.46,893,1721294460.35834,0.20627593994140625
121.128.92.46,894,1721294460.3960493,0.21022725105285645
121.128.92.46,895,1721294460.4249196,0.20525670051574707
121.128.92.46,896,1721294460.4587646,0.20533251762390137
121.128.92.46,897,1721294460.4954293,0.20824027061462402
121.128.92.46,898,1721294460.525682,0.2052140235900879
121.128.92.46,899,1721294460.5595455,0.2055225372314453
121.128.92.46,900,1721294460.5931802,0.20581626892089844
121.128.92.46,901,1721294460.6271033,0.20607233047485352
121.128.92.46,902,1721294460.6609564,0.20607233047485352
121.128.92.46,903,1721294460.6957135,0.20719051361083984
121.128.92.46,904,1721294460.7290668,0.20674681663513184
121.128.92.46,905,1721294460.76255,0.20645523071289062
121.128.92.46,906,1721294460.7953684,0.20577049255371094
121.128.92.46,907,1721294460.8293407,0.2060227394104004
121.128.92.46,908,1721294460.8632967,0.20602965354919434
121.128.92.46,909,1721294460.8970668,0.20623087882995605
121.128.92.46,910,1721294460.9297202,0.2050480842590332
121.128.92.46,911,1721294460.9671428,0.20864582061767578
121.128.92.46,912,1721294460.9980938,0.20598673820495605
121.128.92.46,913,1721294461.0309803,0.20543932914733887
121.128.92.46,914,1721294461.0642858,0.2052607536315918
121.128.92.46,915,1721294461.0985343,0.20571327209472656
121.128.92.46,916,1721294461.1333823,0.2068343162536621
121.128.92.46,917,1721294461.1648982,0.2050321102142334
121.128.92.46,918,1721294461.202849,0.20958185195922852
121.128.92.46,919,1721294461.2347753,0.2079002857208252
121.128.92.46,920,1721294461.2657135,0.20540237426757812
121.128.92.46,921,1721294461.3005538,0.20682978630065918
121.128.92.46,922,1721294461.332718,0.20518183708190918
121.128.92.46,923,1721294461.3663661,0.20499825477600098
121.128.92.46,924,1721294461.4010804,0.2060854434967041
121.128.92.46,925,1721294461.4343066,0.20549368858337402
121.128.92.46,926,1721294461.4676793,0.20506024360656738
121.128.92.46,927,1721294461.5015473,0.20568227767944336
121.128.92.46,928,1721294461.5354002,0.20570826530456543
121.128.92.46,929,1721294461.5693245,0.20577740669250488
121.128.92.46,930,1721294461.602632,0.20564794540405273
121.128.92.46,931,1721294461.636441,0.2056410312652588
121.128.92.46,932,1721294461.6691527,0.20507574081420898
121.128.92.46,933,1721294461.704118,0.2064831256866455
121.128.92.46,934,1721294461.736375,0.20508909225463867
121.128.92.46,935,1721294461.770713,0.2057170867919922
121.128.92.46,936,1721294461.803628,0.20500707626342773
121.128.92.46,937,1721294461.8374674,0.20562434196472168
121.128.92.46,938,1721294461.870958,0.20525908470153809
121.128.92.46,939,1721294461.9052496,0.20587468147277832
121.128.92.46,940,1721294461.938094,0.2054438591003418
121.128.92.46,941,1721294461.9718673,0.20538830757141113
121.128.92.46,942,1721294462.004843,0.2051229476928711
121.128.92.46,943,1721294462.0387084,0.2051234245300293
121.128.92.46,944,1721294462.0724902,0.20531129837036133
121.128.92.46,945,1721294462.1065483,0.20590829849243164
121.128.92.46,946,1721294462.1399035,0.20579051971435547
121.128.92.46,947,1721294462.1819057,0.2143387794494629
121.128.92.46,948,1721294462.2067297,0.20557761192321777
121.128.92.46,949,1721294462.2399065,0.20514249801635742
121.128.92.46,950,1721294462.2759392,0.20739531517028809
121.128.92.46,951,1721294462.3073947,0.2051527500152588
121.128.92.46,952,1721294462.3414905,0.20590543746948242
121.128.92.46,953,1721294462.374478,0.20509099960327148
121.128.92.46,954,1721294462.4121208,0.20912480354309082
121.128.92.46,955,1721294462.4421802,0.2055060863494873
121.128.92.46,956,1721294462.4762268,0.20572376251220703
121.128.92.46,957,1721294462.509566,0.20534110069274902
121.128.92.46,958,1721294462.5448897,0.207230806350708
121.128.92.46,959,1721294462.580665,0.20911216735839844
121.128.92.46,960,1721294462.6225197,0.21735477447509766
121.128.92.46,961,1721294462.6450021,0.2059612274169922
121.128.92.46,962,1721294462.6780353,0.20513319969177246
121.128.92.46,963,1721294462.712003,0.20529603958129883
121.128.92.46,964,1721294462.748746,0.20820999145507812
121.128.92.46,965,1721294462.78174,0.20733094215393066
121.128.92.46,966,1721294462.814779,0.20650005340576172
121.128.92.46,967,1721294462.8514438,0.2094416618347168
121.128.92.46,968,1721294462.8815365,0.20552539825439453
121.128.92.46,969,1721294462.9153068,0.20524072647094727
121.128.92.46,970,1721294462.9518178,0.2080378532409668
121.128.92.46,971,1721294462.9826722,0.2052443027496338
121.128.92.46,972,1721294463.0169616,0.20585846900939941
121.128.92.46,973,1721294463.0558987,0.21092772483825684
121.128.92.46,974,1721294463.0854316,0.20682048797607422
121.128.92.46,975,1721294463.1183915,0.20599055290222168
121.128.92.46,976,1721294463.1521525,0.20587944984436035
121.128.92.46,977,1721294463.1869738,0.20697784423828125
121.128.92.46,978,1721294463.2191262,0.20527124404907227
121.128.92.46,979,1721294463.2530315,0.20529842376708984
121.128.92.46,980,1721294463.2873566,0.2058706283569336
121.128.92.46,981,1721294463.3211076,0.20583057403564453
121.128.92.46,982,1721294463.3545089,0.20548796653747559
121.128.92.46,983,1721294463.388362,0.20545482635498047
121.128.92.46,984,1721294463.422949,0.20622611045837402
121.128.92.46,985,1721294463.4559338,0.20534992218017578
121.128.92.46,986,1721294463.4898973,0.20546936988830566
121.128.92.46,987,1721294463.5236647,0.2053687572479248
121.128.92.46,988,1721294463.5574827,0.20536279678344727
121.128.92.46,989,1721294463.5914857,0.20561766624450684
121.128.92.46,990,1721294463.6263316,0.20659160614013672
121.128.92.46,991,1721294463.6586092,0.20499920845031738
121.128.92.46,992,1721294463.692022,0.20510315895080566
121.128.92.46,993,1721294463.7259204,0.20520639419555664
121.128.92.46,994,1721294463.7626853,0.2086942195892334
121.128.92.46,995,1721294463.7955737,0.20778775215148926
121.128.92.46,996,1721294463.8265433,0.20531940460205078
121.128.92.46,997,1721294463.8602593,0.20518922805786133
121.128.92.46,998,1721294463.8981402,0.2093031406402588
121.128.92.46,999,1721294463.9282603,0.20584440231323242
121.128.92.46,1000,1721294463.962121,0.2058579921722412
