Interface IP_1,Interface ID_1,Sequence Number,Latency_1,Interface IP_2,Interface ID_2,Latency_2,Latency Difference
118.235.73.74,1.0,7380,0.0718460083007812,118.235.73.74,2.0,0.2008287906646728,0.1289827823638916
118.235.73.74,1.0,7469,0.14945650100708,118.235.73.74,2.0,0.2568459510803222,0.10738945007324222
118.235.73.74,1.0,7629,0.1759488582611084,118.235.73.74,2.0,0.0709836483001709,0.1049652099609375
118.235.73.74,1.0,8576,0.1738388538360595,118.235.73.74,2.0,0.0656898021697998,0.10814905166625968
118.235.73.74,1.0,10187,0.2027068138122558,118.235.73.74,2.0,0.046274185180664,0.1564326286315918
118.235.73.74,1.0,10186,0.2030367851257324,118.235.73.74,2.0,0.0496737957000732,0.15336298942565918
118.235.73.74,1.0,11934,0.0431921482086181,118.235.73.74,2.0,0.3992359638214111,0.35604381561279297
