Interface IP,Interface ID,Sequence Number,Latency
39.7.28.20,2,210,0.11505746841430664
39.7.28.20,1,210,0.11642241477966309
39.7.28.20,2,211,0.11703920364379883
39.7.28.20,1,211,0.1172487735748291
39.7.28.20,2,212,0.11816835403442383
39.7.28.20,1,212,0.11831808090209961
39.7.28.20,2,213,0.1194615364074707
39.7.28.20,1,213,0.12064504623413086
39.7.28.20,2,214,0.12085843086242676
39.7.28.20,2,215,0.12073540687561035
39.7.28.20,1,215,0.12081217765808105
39.7.28.20,1,214,0.12145352363586426
39.7.28.20,1,216,0.12425875663757324
39.7.28.20,2,216,0.12479901313781738
39.7.28.20,1,217,0.12480735778808594
39.7.28.20,2,217,0.12542104721069336
39.7.28.20,2,218,0.1257772445678711
39.7.28.20,1,218,0.12589716911315918
39.7.28.20,2,219,0.1261289119720459
39.7.28.20,1,219,0.1262955665588379
39.7.28.20,2,220,0.12806940078735352
39.7.28.20,1,220,0.1282496452331543
39.7.28.20,1,221,0.12845516204833984
39.7.28.20,2,221,0.12891936302185059
39.7.28.20,2,222,0.09977388381958008
39.7.28.20,2,223,0.10290813446044922
39.7.28.20,1,222,0.1148383617401123
39.7.28.20,2,224,0.11503195762634277
39.7.28.20,1,223,0.12311291694641113
39.7.28.20,1,224,0.12787175178527832
39.7.28.20,1,225,0.12802338600158691
39.7.28.20,1,226,0.12815475463867188
39.7.28.20,2,225,0.12886953353881836
39.7.28.20,2,226,0.12889528274536133
39.7.28.20,2,227,0.1288771629333496
39.7.28.20,1,227,0.1288139820098877
39.7.28.20,2,228,0.12394428253173828
39.7.28.20,1,228,0.12433218955993652
39.7.28.20,2,229,0.12503266334533691
39.7.28.20,2,230,0.12521123886108398
39.7.28.20,1,233,0.12442374229431152
39.7.28.20,1,229,0.12613964080810547
39.7.28.20,1,230,0.12613558769226074
39.7.28.20,2,231,0.1265418529510498
39.7.28.20,1,231,0.1264028549194336
39.7.28.20,1,232,0.1266636848449707
39.7.28.20,2,232,0.12732601165771484
39.7.28.20,2,233,0.1273329257965088
39.7.28.20,2,234,0.10820674896240234
39.7.28.20,1,234,0.10857343673706055
39.7.28.20,2,235,0.12010073661804199
39.7.28.20,1,235,0.1269998550415039
39.7.28.20,2,236,0.12793397903442383
39.7.28.20,1,236,0.1281733512878418
39.7.28.20,2,237,0.13744187355041504
39.7.28.20,2,238,0.13750076293945312
39.7.28.20,2,240,0.103912353515625
39.7.28.20,1,237,0.1381692886352539
39.7.28.20,1,238,0.1380629539489746
39.7.28.20,2,239,0.13831400871276855
