163.152.161.52,0,29.175,5242
163.152.161.52,1,26.787,1948
163.152.161.52,2,31.885,1314
163.152.161.52,3,25.322,565
163.152.161.52,4,25.14,522
163.152.161.52,5,26.333,3962
163.152.161.52,6,26.166,1623
163.152.161.52,7,25.537,783
163.152.161.52,8,25.652,954
163.152.161.52,9,27.935,6392
163.152.161.52,10,27.454,3923
163.152.161.52,11,26.521,1628
163.152.161.52,12,27.363,2099
163.152.161.52,13,28.684,5726
163.152.161.52,14,26.313,3919
163.152.161.52,15,33.087,3412
163.152.161.52,16,25.511,2186
163.152.161.52,17,26.523,6878
163.152.161.52,18,33.163,4791
163.152.161.52,19,28.722,2665
163.152.161.52,20,25.714,2633
163.152.161.52,21,28.026,8053
163.152.161.52,22,56.007,4259
163.152.161.52,23,28.641,2716
163.152.161.52,24,27.852,3182
163.152.161.52,25,31.68,6775
163.152.161.52,26,29.859,5818
163.152.161.52,27,44.158,2295
163.152.161.52,28,61.775,4346
163.152.161.52,29,31.364,9065
163.152.161.52,30,31.785,6850
163.152.161.52,31,29.337,4438
163.152.161.52,32,43.114,4862
163.152.161.52,33,37.098,13034
163.152.161.52,34,32.909,6629
163.152.161.52,35,29.04,4658
163.152.161.52,36,31.446,5599
163.152.161.52,37,39.526,10454
163.152.161.52,38,31.246,8388
163.152.161.52,39,33.938,6636
163.152.161.52,40,28.275,4877
163.152.161.52,41,29.644,10202
163.152.161.52,42,31.618,6551
163.152.161.52,43,26.773,4086
163.152.161.52,44,26.478,5483
163.152.161.52,45,31.724,11416
163.152.161.52,46,33.808,8994
163.152.161.52,47,28.354,4997
163.152.161.52,48,37.181,5838
163.152.161.52,49,35.557,12710
163.152.161.52,50,35.546,8586
163.152.161.52,51,47.039,6998
163.152.161.52,52,30.442,8263
163.152.161.52,53,35.658,13816
163.152.161.52,54,35.5,8113
163.152.161.52,55,34.991,4396
163.152.161.52,56,34.773,6242
163.152.161.52,57,49.7,12668
163.152.161.52,58,71.578,6588
163.152.161.52,59,38.619,4973
163.152.161.52,60,30.973,5190
163.152.161.52,61,29.195,9486
163.152.161.52,62,30.7,7482
163.152.161.52,63,27.516,5397
163.152.161.52,64,33.255,4698
163.152.161.52,65,31.994,8335
163.152.161.52,66,31.362,7680
163.152.161.52,67,35.55,4048
163.152.161.52,68,32.104,4832
163.152.161.52,69,30.688,11874
163.152.161.52,70,33.771,8881
163.152.161.52,71,26.202,4615
163.152.161.52,72,80.627,5817
163.152.161.52,73,48.53,9679
163.152.161.52,74,30.391,9212
163.152.161.52,75,37.786,5621
163.152.161.52,76,64.901,5685
163.152.161.52,77,35.402,15869
163.152.161.52,78,32.884,10911
163.152.161.52,79,44.867,5432
163.152.161.52,80,29.468,7793
163.152.161.52,81,30.684,15015
163.152.161.52,82,34.819,11090
163.152.161.52,83,28.733,8035
163.152.161.52,84,28.147,6128
163.152.161.52,85,33.331,12886
163.152.161.52,86,33.212,9696
163.152.161.52,87,27.062,6076
163.152.161.52,88,47.982,8270
163.152.161.52,89,33.318,10667
163.152.161.52,90,42.431,8865
163.152.161.52,91,27.823,8010
163.152.161.52,92,29.659,4468
163.152.161.52,93,29.663,9862
163.152.161.52,94,28.786,7081
163.152.161.52,95,28.61,4220
163.152.161.52,96,28.552,5914
163.152.161.52,97,32.628,7378
163.152.161.52,98,27.233,6349
163.152.161.52,99,27.883,4266
163.152.161.52,100,27.148,2337
163.152.161.52,101,27.124,5211
163.152.161.52,102,25.925,3345
163.152.161.52,103,26.035,2813
163.152.161.52,104,27.356,1574
163.152.161.52,105,26.327,3793
163.152.161.52,106,27.231,2872
163.152.161.52,107,26.472,2306
163.152.161.52,108,25.549,1461
163.152.161.52,109,28.087,2839
163.152.161.52,110,25.112,2562
163.152.161.52,111,27.886,1640
163.152.161.52,112,24.447,1459
163.152.161.52,113,25.853,3218
163.152.161.52,114,25.603,1740
163.152.161.52,115,25.913,4398
163.152.161.52,116,30.293,4248
163.152.161.52,117,25.639,3171
163.152.161.52,118,47.266,2543
163.152.161.52,119,29.347,6243
163.152.161.52,120,29.248,3186
163.152.161.52,121,60.805,2120
163.152.161.52,122,27.633,2399
163.152.161.52,123,98.462,6804
163.152.161.52,124,65.43,3118
163.152.161.52,125,31.909,2434
163.152.161.52,126,28.903,2226
163.152.161.52,127,78.005,4555
163.152.161.52,128,46.269,6123
163.152.161.52,129,31.334,4825
163.152.161.52,130,64.126,2703
163.152.161.52,131,91.703,3394
163.152.161.52,132,60.369,8556
163.152.161.52,133,47.652,5162
163.152.161.52,134,158.182,4391
163.152.161.52,135,125.32,3927
163.152.161.52,136,95.292,9986
163.152.161.52,137,69.341,18417
163.152.161.52,138,38.509,16103
163.152.161.52,139,34.81,8967
163.152.161.52,140,41.053,15400
163.152.161.52,141,42.726,30708
163.152.161.52,142,43.41,15572
163.152.161.52,143,37.868,16870
163.152.161.52,144,37.36,15706
163.152.161.52,145,38.266,16867
163.152.161.52,146,41.399,17405
163.152.161.52,147,31.82,12963
163.152.161.52,148,31.515,12996
163.152.161.52,149,32.356,12844
163.152.161.52,150,40.926,14650
163.152.161.52,151,31.334,12387
163.152.161.52,152,81.075,11214
163.152.161.52,153,49.496,12566
163.152.161.52,154,33.349,11595
163.152.161.52,155,29.599,9137
163.152.161.52,156,33.027,8525
163.152.161.52,157,33.381,10189
163.152.161.52,158,31.688,9493
163.152.161.52,159,29.711,7650
163.152.161.52,160,32.803,8028
163.152.161.52,161,30.415,10996
163.152.161.52,162,30.237,8206
163.152.161.52,163,29.401,5869
163.152.161.52,164,28.557,5813
163.152.161.52,165,30.42,10058
163.152.161.52,166,32.386,6281
163.152.161.52,167,28.959,4204
163.152.161.52,168,28.514,3774
163.152.161.52,169,30.332,10496
