Interface IP_1,Interface ID_1,Sequence Number,Latency_1,Interface IP_2,Interface ID_2,Latency_2
118.235.73.74,1.0,40,0.0782725811004638,,,
118.235.73.74,1.0,64,0.0625636577606201,,,
118.235.73.74,1.0,70,0.0752837657928466,,,
118.235.73.74,1.0,88,0.0712599754333496,,,
118.235.73.74,1.0,94,0.0731949806213378,,,
118.235.73.74,1.0,136,0.059481143951416,,,
118.235.73.74,1.0,154,0.0554568767547607,,,
118.235.73.74,1.0,166,0.0647990703582763,,,
118.235.73.74,1.0,178,0.0670359134674072,,,
118.235.73.74,1.0,190,0.0723309516906738,,,
118.235.73.74,1.0,196,0.091116189956665,,,
118.235.73.74,1.0,202,0.0724766254425048,,,
118.235.73.74,1.0,214,0.0627341270446777,,,
118.235.73.74,1.0,232,0.0714130401611328,,,
118.235.73.74,1.0,244,0.0752608776092529,,,
118.235.73.74,1.0,250,0.0701572895050048,,,
118.235.73.74,1.0,262,0.0641388893127441,,,
118.235.73.74,1.0,280,0.0574793815612793,,,
118.235.73.74,1.0,298,0.0692973136901855,,,
118.235.73.74,1.0,322,0.0741515159606933,,,
118.235.73.74,1.0,364,0.0743942260742187,,,
118.235.73.74,1.0,370,0.0698370933532714,,,
118.235.73.74,1.0,376,0.0662248134613037,,,
118.235.73.74,1.0,400,0.0660066604614257,,,
118.235.73.74,1.0,460,0.071143627166748,,,
118.235.73.74,1.0,484,0.0727927684783935,,,
118.235.73.74,1.0,490,0.0658214092254638,,,
118.235.73.74,1.0,508,0.061068058013916,,,
118.235.73.74,1.0,544,0.0707597732543945,,,
118.235.73.74,1.0,550,0.0774304866790771,,,
118.235.73.74,1.0,556,0.0572960376739501,,,
118.235.73.74,1.0,568,0.0721261501312255,,,
118.235.73.74,1.0,574,0.0757496356964111,,,
118.235.73.74,1.0,580,0.0561685562133789,,,
118.235.73.74,1.0,598,0.0672152042388916,,,
118.235.73.74,1.0,604,0.0718080997467041,,,
118.235.73.74,1.0,610,0.0654995441436767,,,
118.235.73.74,1.0,628,0.0653636455535888,,,
118.235.73.74,1.0,640,0.0719873905181884,,,
118.235.73.74,1.0,646,0.0718457698822021,,,
118.235.73.74,1.0,663,0.0697004795074462,,,
118.235.73.74,1.0,664,0.071336030960083,,,
118.235.73.74,1.0,694,0.0635082721710205,,,
118.235.73.74,1.0,718,0.100257396697998,,,
118.235.73.74,1.0,730,0.0651021003723144,,,
118.235.73.74,1.0,754,0.0877721309661865,,,
118.235.73.74,1.0,760,0.0612087249755859,,,
118.235.73.74,1.0,777,0.0730025768280029,,,
118.235.73.74,1.0,778,0.0754101276397705,,,
118.235.73.74,1.0,850,0.069897174835205,,,
118.235.73.74,1.0,868,0.0802438259124755,,,
118.235.73.74,1.0,874,0.0659942626953125,,,
118.235.73.74,1.0,886,0.0648012161254882,,,
118.235.73.74,1.0,898,0.0710203647613525,,,
118.235.73.74,1.0,909,0.0638256072998046,,,
118.235.73.74,1.0,910,0.0665440559387207,,,
118.235.73.74,1.0,928,0.0751490592956543,,,
118.235.73.74,1.0,934,0.0683221817016601,,,
118.235.73.74,1.0,988,0.0681815147399902,,,
118.235.73.74,1.0,994,0.0692291259765625,,,
118.235.73.74,1.0,1006,0.0694930553436279,,,
118.235.73.74,1.0,1012,0.0750112533569336,,,
118.235.73.74,1.0,1024,0.0648891925811767,,,
118.235.73.74,1.0,1030,0.0674803256988525,,,
118.235.73.74,1.0,1054,0.0652189254760742,,,
118.235.73.74,1.0,1060,0.0634236335754394,,,
118.235.73.74,1.0,1084,0.0625410079956054,,,
118.235.73.74,1.0,1090,0.0684711933135986,,,
118.235.73.74,1.0,1096,0.0720949172973632,,,
118.235.73.74,1.0,1102,0.0559773445129394,,,
118.235.73.74,1.0,1120,0.0705499649047851,,,
118.235.73.74,1.0,1138,0.0681879520416259,,,
118.235.73.74,1.0,1144,0.0713536739349365,,,
118.235.73.74,1.0,1156,0.0604617595672607,,,
118.235.73.74,1.0,1168,0.0699760913848877,,,
118.235.73.74,1.0,1174,0.0742897987365722,,,
118.235.73.74,1.0,1192,0.0848026275634765,,,
118.235.73.74,1.0,1198,0.0617809295654296,,,
118.235.73.74,1.0,1209,0.0672311782836914,,,
118.235.73.74,1.0,1210,0.0686872005462646,,,
118.235.73.74,1.0,1216,0.0824589729309082,,,
118.235.73.74,1.0,1240,0.0756402015686035,,,
118.235.73.74,1.0,1288,0.0727496147155761,,,
118.235.73.74,1.0,1294,0.0793397426605224,,,
118.235.73.74,1.0,1299,0.0672788619995117,,,
118.235.73.74,1.0,1300,0.0688731670379638,,,
118.235.73.74,1.0,1312,0.0571131706237793,,,
118.235.73.74,1.0,1342,0.0720672607421875,,,
118.235.73.74,1.0,1366,0.0798630714416503,,,
118.235.73.74,1.0,1384,0.079648733139038,,,
118.235.73.74,1.0,1402,0.0801267623901367,,,
118.235.73.74,1.0,1414,0.0727114677429199,,,
118.235.73.74,1.0,1474,0.0834126472473144,,,
118.235.73.74,1.0,1485,0.0573346614837646,,,
118.235.73.74,1.0,1486,0.0679805278778076,,,
118.235.73.74,1.0,1504,0.0706293582916259,,,
118.235.73.74,1.0,1546,0.069742202758789,,,
118.235.73.74,1.0,1552,0.0714049339294433,,,
118.235.73.74,1.0,1588,0.0645904541015625,,,
118.235.73.74,1.0,1654,0.0669150352478027,,,
118.235.73.74,1.0,1660,0.0733344554901123,,,
118.235.73.74,1.0,1666,0.0657172203063964,,,
118.235.73.74,1.0,1678,0.0746922492980957,,,
118.235.73.74,1.0,1696,0.07025146484375,,,
118.235.73.74,1.0,1702,0.0659077167510986,,,
118.235.73.74,1.0,1738,0.0736575126647949,,,
118.235.73.74,1.0,1744,0.0601658821105957,,,
118.235.73.74,1.0,1792,0.0737049579620361,,,
118.235.73.74,1.0,1810,0.0702064037322998,,,
118.235.73.74,1.0,1827,0.0633225440979003,,,
118.235.73.74,1.0,1828,0.0645627975463867,,,
118.235.73.74,1.0,1834,0.0699160099029541,,,
118.235.73.74,1.0,1858,0.0695655345916748,,,
118.235.73.74,1.0,1900,0.0718681812286377,,,
118.235.73.74,1.0,1912,0.0727295875549316,,,
118.235.73.74,1.0,1924,0.0617051124572753,,,
118.235.73.74,1.0,1930,0.0690920352935791,,,
118.235.73.74,1.0,1954,0.0591230392456054,,,
118.235.73.74,1.0,1960,0.0710277557373046,,,
118.235.73.74,1.0,1966,0.0662744045257568,,,
118.235.73.74,1.0,1990,0.0753893852233886,,,
118.235.73.74,1.0,1996,0.0564806461334228,,,
118.235.73.74,1.0,2008,0.075101613998413,,,
118.235.73.74,1.0,2014,0.0699737071990966,,,
118.235.73.74,1.0,2020,0.0724906921386718,,,
118.235.73.74,1.0,2026,0.0663244724273681,,,
118.235.73.74,1.0,2031,0.0714781284332275,,,
118.235.73.74,1.0,2032,0.0744073390960693,,,
118.235.73.74,1.0,2044,0.0709462165832519,,,
118.235.73.74,1.0,2062,0.0673098564147949,,,
118.235.73.74,1.0,2122,0.08119797706604,,,
118.235.73.74,1.0,2144,0.1434776782989502,,,
118.235.73.74,1.0,2145,0.1437382698059082,,,
118.235.73.74,1.0,2146,0.1441097259521484,,,
118.235.73.74,1.0,2148,0.1108558177947998,,,
118.235.73.74,1.0,2149,0.111083984375,,,
118.235.73.74,1.0,2150,0.1111636161804199,,,
118.235.73.74,1.0,2151,0.1112079620361328,,,
118.235.73.74,1.0,2164,0.0493998527526855,,,
118.235.73.74,1.0,2178,0.1277878284454345,,,
118.235.73.74,1.0,2179,0.1280562877655029,,,
118.235.73.74,1.0,2180,0.1278853416442871,,,
118.235.73.74,1.0,2181,0.1285204887390136,,,
118.235.73.74,1.0,2182,0.1372058391571045,,,
118.235.73.74,1.0,2184,0.1034686565399169,,,
118.235.73.74,1.0,2185,0.1035265922546386,,,
118.235.73.74,1.0,2186,0.1030747890472412,,,
118.235.73.74,1.0,2187,0.1028485298156738,,,
118.235.73.74,1.0,2188,0.1033172607421875,,,
118.235.73.74,1.0,2200,0.1813304424285888,,,
118.235.73.74,1.0,2202,0.1480100154876709,,,
118.235.73.74,1.0,2203,0.1479928493499755,,,
118.235.73.74,1.0,2204,0.14803147315979,,,
118.235.73.74,1.0,2218,0.1535456180572509,,,
118.235.73.74,1.0,2220,0.1197347640991211,,,
118.235.73.74,1.0,2221,0.1200621128082275,,,
118.235.73.74,1.0,2222,0.1197645664215087,,,
118.235.73.74,1.0,2259,0.1026923656463623,,,
118.235.73.74,1.0,2260,0.1029999256134033,,,
118.235.73.74,1.0,2271,0.1677322387695312,,,
118.235.73.74,1.0,2272,0.1680264472961425,,,
118.235.73.74,1.0,2274,0.1340601444244384,,,
118.235.73.74,1.0,2275,0.1338489055633545,,,
118.235.73.74,1.0,2280,0.1002001762390136,,,
118.235.73.74,1.0,2281,0.1013541221618652,,,
118.235.73.74,1.0,2282,0.1012024879455566,,,
118.235.73.74,1.0,2283,0.1010005474090576,,,
118.235.73.74,1.0,2290,0.072425365447998,,,
118.235.73.74,1.0,2308,0.2019248008728027,,,
118.235.73.74,1.0,2310,0.1679942607879638,,,
118.235.73.74,1.0,2311,0.1687057018280029,,,
118.235.73.74,1.0,2312,0.1684417724609375,,,
118.235.73.74,1.0,2332,0.0801336765289306,,,
118.235.73.74,1.0,2352,0.1305193901062011,,,
118.235.73.74,1.0,2353,0.1311650276184082,,,
118.235.73.74,1.0,2354,0.1309041976928711,,,
118.235.73.74,1.0,2355,0.1306610107421875,,,
118.235.73.74,1.0,2356,0.1327266693115234,,,
118.235.73.74,1.0,2358,0.0994172096252441,,,
118.235.73.74,1.0,2359,0.0997283458709716,,,
118.235.73.74,1.0,2360,0.1017661094665527,,,
118.235.73.74,1.0,2361,0.1037197113037109,,,
118.235.73.74,1.0,2362,0.1035244464874267,,,
118.235.73.74,1.0,2368,0.0998647212982177,,,
118.235.73.74,1.0,2374,0.0698635578155517,,,
118.235.73.74,1.0,2390,0.140862226486206,,,
118.235.73.74,1.0,2391,0.1408312320709228,,,
118.235.73.74,1.0,2392,0.1420371532440185,,,
118.235.73.74,1.0,2394,0.1084835529327392,,,
118.235.73.74,1.0,2395,0.1092088222503662,,,
118.235.73.74,1.0,2396,0.1096131801605224,,,
118.235.73.74,1.0,2397,0.1095509529113769,,,
118.235.73.74,1.0,2426,0.1291806697845459,,,
118.235.73.74,1.0,2427,0.1292276382446289,,,
118.235.73.74,1.0,2428,0.1292355060577392,,,
118.235.73.74,1.0,2430,0.0964384078979492,,,
118.235.73.74,1.0,2431,0.0963585376739502,,,
118.235.73.74,1.0,2432,0.097081184387207,,,
118.235.73.74,1.0,2433,0.0970885753631591,,,
118.235.73.74,1.0,2462,0.1225917339324951,,,
118.235.73.74,1.0,2463,0.1225297451019287,,,
118.235.73.74,1.0,2464,0.1231987476348877,,,
118.235.73.74,1.0,2466,0.0895864963531494,,,
118.235.73.74,1.0,2467,0.0895106792449951,,,
118.235.73.74,1.0,2468,0.0899033546447753,,,
118.235.73.74,1.0,2469,0.0907108783721923,,,
118.235.73.74,1.0,2498,0.1273589134216308,,,
118.235.73.74,1.0,2499,0.1286540031433105,,,
118.235.73.74,1.0,2500,0.1291940212249755,,,
118.235.73.74,1.0,2502,0.0957186222076416,,,
118.235.73.74,1.0,2503,0.0956659317016601,,,
118.235.73.74,1.0,2504,0.0961990356445312,,,
118.235.73.74,1.0,2505,0.0962450504302978,,,
118.235.73.74,1.0,2602,0.0973997116088867,,,
118.235.73.74,1.0,2625,0.0883245468139648,,,
118.235.73.74,1.0,2626,0.0912396907806396,,,
118.235.73.74,1.0,2632,0.1003863811492919,,,
118.235.73.74,1.0,2644,0.0881757736206054,,,
118.235.73.74,1.0,2650,0.0957975387573242,,,
118.235.73.74,1.0,2662,0.0890040397644043,,,
118.235.73.74,1.0,2674,0.0984113216400146,,,
118.235.73.74,1.0,2692,0.0647084712982177,,,
118.235.73.74,1.0,2698,0.0682954788208007,,,
118.235.73.74,1.0,2704,0.0732820034027099,,,
118.235.73.74,1.0,2710,0.0632288455963134,,,
118.235.73.74,1.0,2716,0.0640351772308349,,,
118.235.73.74,1.0,2728,0.0673565864562988,,,
118.235.73.74,1.0,2746,0.0539560317993164,,,
118.235.73.74,1.0,2758,0.0654857158660888,,,
118.235.73.74,1.0,2782,0.0701484680175781,,,
118.235.73.74,1.0,2800,0.0656940937042236,,,
118.235.73.74,1.0,2806,0.07244873046875,,,
118.235.73.74,1.0,2853,0.0705206394195556,,,
118.235.73.74,1.0,2854,0.0718832015991211,,,
118.235.73.74,1.0,2860,0.063899278640747,,,
118.235.73.74,1.0,2866,0.0669403076171875,,,
118.235.73.74,1.0,2884,0.055957555770874,,,
118.235.73.74,1.0,2914,0.0658316612243652,,,
118.235.73.74,1.0,2920,0.0664358139038086,,,
118.235.73.74,1.0,2932,0.0687057971954345,,,
118.235.73.74,1.0,2938,0.0685842037200927,,,
118.235.73.74,1.0,2944,0.0850317478179931,,,
118.235.73.74,1.0,2950,0.0519964694976806,,,
118.235.73.74,1.0,2962,0.0927214622497558,,,
118.235.73.74,1.0,2973,0.0674710273742675,,,
118.235.73.74,1.0,2974,0.0706002712249755,,,
118.235.73.74,1.0,2992,0.0665063858032226,,,
118.235.73.74,1.0,2998,0.0738153457641601,,,
118.235.73.74,1.0,3028,0.0682954788208007,,,
118.235.73.74,1.0,3052,0.0668449401855468,,,
118.235.73.74,1.0,3058,0.0682575702667236,,,
118.235.73.74,1.0,3082,0.064004898071289,,,
118.235.73.74,1.0,3106,0.0691256523132324,,,
118.235.73.74,1.0,3118,0.0602338314056396,,,
118.235.73.74,1.0,3142,0.0654788017272949,,,
118.235.73.74,1.0,3166,0.0625445842742919,,,
118.235.73.74,1.0,3172,0.0711841583251953,,,
118.235.73.74,1.0,3177,0.0740017890930175,,,
118.235.73.74,1.0,3178,0.0756494998931884,,,
118.235.73.74,1.0,3183,0.0487391948699951,,,
118.235.73.74,1.0,3184,0.0565414428710937,,,
118.235.73.74,1.0,3195,0.049788475036621,,,
118.235.73.74,1.0,3196,0.0549173355102539,,,
118.235.73.74,1.0,3202,0.0746572017669677,,,
118.235.73.74,1.0,3208,0.0527088642120361,,,
118.235.73.74,1.0,3214,0.0852127075195312,,,
118.235.73.74,1.0,3220,0.0597658157348632,,,
118.235.73.74,1.0,3250,0.0755143165588378,,,
118.235.73.74,1.0,3262,0.0640985965728759,,,
118.235.73.74,1.0,3292,0.0681502819061279,,,
118.235.73.74,1.0,3304,0.0662388801574707,,,
118.235.73.74,1.0,3376,0.0690295696258544,,,
118.235.73.74,1.0,3382,0.0681602954864502,,,
118.235.73.74,1.0,3388,0.0643200874328613,,,
118.235.73.74,1.0,3394,0.0747978687286377,,,
118.235.73.74,1.0,3400,0.0659503936767578,,,
118.235.73.74,1.0,3412,0.0772805213928222,,,
118.235.73.74,1.0,3472,0.0751271247863769,,,
118.235.73.74,1.0,3484,0.0716338157653808,,,
118.235.73.74,1.0,3513,0.0742251873016357,,,
118.235.73.74,1.0,3514,0.0747265815734863,,,
118.235.73.74,1.0,3544,0.0839273929595947,,,
118.235.73.74,1.0,3562,0.0701041221618652,,,
118.235.73.74,1.0,3567,0.0839860439300537,,,
118.235.73.74,1.0,3568,0.087069034576416,,,
118.235.73.74,1.0,3573,0.0647192001342773,,,
118.235.73.74,1.0,3574,0.0648760795593261,,,
118.235.73.74,1.0,3580,0.0752127170562744,,,
118.235.73.74,1.0,3592,0.0617897510528564,,,
118.235.73.74,1.0,3610,0.115776777267456,,,
118.235.73.74,1.0,3616,0.0829226970672607,,,
118.235.73.74,1.0,3622,0.0653002262115478,,,
118.235.73.74,1.0,3628,0.0737636089324951,,,
