Interface IP_1,Interface ID_1,Sequence Number,Latency_1,Interface IP_2,Interface ID_2,Latency_2
,,1,,163.152.3.133,2.0,0.0684766769409179
,,0,,163.152.3.133,2.0,0.0686750411987304
,,2,,163.152.3.133,2.0,0.0689778327941894
,,3,,163.152.3.133,2.0,0.0689706802368164
,,7416,,163.152.3.133,2.0,0.0650544166564941
,,7417,,163.152.3.133,2.0,0.0652103424072265
,,9996,,163.152.3.133,2.0,0.0646867752075195
,,9997,,163.152.3.133,2.0,0.0644934177398681
,,22900,,163.152.3.133,2.0,0.0624575614929199
,,22898,,163.152.3.133,2.0,0.0629806518554687
,,22896,,163.152.3.133,2.0,0.0636181831359863
,,22899,,163.152.3.133,2.0,0.0637061595916748
,,22897,,163.152.3.133,2.0,0.064164400100708
,,22902,,163.152.3.133,2.0,0.0682940483093261
,,25476,,163.152.3.133,2.0,0.0642464160919189
,,25477,,163.152.3.133,2.0,0.0642545223236084
,,25478,,163.152.3.133,2.0,0.0642948150634765
,,25479,,163.152.3.133,2.0,0.0646874904632568
,,25480,,163.152.3.133,2.0,0.0647382736206054
,,30624,,163.152.3.133,2.0,0.0619370937347412
,,30625,,163.152.3.133,2.0,0.0616638660430908
,,30626,,163.152.3.133,2.0,0.0616748332977294
,,30627,,163.152.3.133,2.0,0.0616931915283203
,,30628,,163.152.3.133,2.0,0.0616810321807861
,,30632,,163.152.3.133,2.0,0.0617568492889404
,,30631,,163.152.3.133,2.0,0.0621895790100097
,,30630,,163.152.3.133,2.0,0.0626015663146972
,,30633,,163.152.3.133,2.0,0.0626683235168457
,,30634,,163.152.3.133,2.0,0.0631062984466552
,,33223,,163.152.3.133,2.0,0.0611162185668945
,,33222,,163.152.3.133,2.0,0.061636209487915
,,33224,,163.152.3.133,2.0,0.0615973472595214
,,33225,,163.152.3.133,2.0,0.0616931915283203
,,33226,,163.152.3.133,2.0,0.0617778301239013
,,38394,,163.152.3.133,2.0,0.0607721805572509
,,38395,,163.152.3.133,2.0,0.0608887672424316
,,38396,,163.152.3.133,2.0,0.0609025955200195
,,38397,,163.152.3.133,2.0,0.060945987701416
,,38398,,163.152.3.133,2.0,0.0609087944030761
,,38400,,163.152.3.133,2.0,0.0606811046600341
,,43590,,163.152.3.133,2.0,0.0598392486572265
,,43592,,163.152.3.133,2.0,0.05963134765625
,,43591,,163.152.3.133,2.0,0.0603234767913818
,,43593,,163.152.3.133,2.0,0.0599477291107177
,,43594,,163.152.3.133,2.0,0.0602264404296875
,,46176,,163.152.3.133,2.0,0.0596990585327148
,,46177,,163.152.3.133,2.0,0.0598726272583007
,,48738,,163.152.3.133,2.0,0.0685276985168457
,,48739,,163.152.3.133,2.0,0.0684955120086669
,,51312,,163.152.3.133,2.0,0.0595839023590087
,,51313,,163.152.3.133,2.0,0.0595934391021728
,,51314,,163.152.3.133,2.0,0.0597152709960937
,,51315,,163.152.3.133,2.0,0.0594730377197265
,,51316,,163.152.3.133,2.0,0.0593814849853515
