Interface IP_2,Interface ID_2,Sequence Number,Latency_2,Interface IP_1,Interface ID_1,Latency_1
118.235.3.24,2,11,0.0500380992889404,106.101.130.104,1,0.0307009220123291
118.235.3.24,2,126,0.0552449226379394,106.101.130.104,1,0.0278589725494384
118.235.3.24,2,127,0.0551099777221679,106.101.130.104,1,0.0332751274108886
118.235.3.24,2,128,0.0550189018249511,106.101.130.104,1,0.0326566696166992
118.235.3.24,2,129,0.0550501346588134,106.101.130.104,1,0.0319416522979736
118.235.3.24,2,130,0.0547823905944824,106.101.130.104,1,0.0314464569091796
118.235.3.24,2,131,0.0547764301300048,106.101.130.104,1,0.0306873321533203
118.235.3.24,2,174,0.05352783203125,106.101.130.104,1,0.0311331748962402
118.235.3.24,2,175,0.053359031677246,106.101.130.104,1,0.0369653701782226
118.235.3.24,2,176,0.0535273551940918,106.101.130.104,1,0.0364758968353271
118.235.3.24,2,177,0.0534696578979492,106.101.130.104,1,0.035797119140625
118.235.3.24,2,178,0.0533912181854248,106.101.130.104,1,0.0352797508239746
118.235.3.24,2,179,0.0536177158355712,106.101.130.104,1,0.0243053436279296
118.235.3.24,2,191,0.0537619590759277,106.101.130.104,1,0.0254220962524414
118.235.3.24,2,186,0.0545606613159179,106.101.130.104,1,0.0323407649993896
118.235.3.24,2,187,0.0547239780426025,106.101.130.104,1,0.032128095626831
118.235.3.24,2,188,0.0548865795135498,106.101.130.104,1,0.0319225788116455
118.235.3.24,2,189,0.0550558567047119,106.101.130.104,1,0.0315988063812255
118.235.3.24,2,190,0.0552213191986084,106.101.130.104,1,0.031296968460083
118.235.3.24,2,245,0.0522570610046386,106.101.130.104,1,0.0277564525604248
118.235.3.24,2,241,0.0534465312957763,106.101.130.104,1,0.0293226242065429
118.235.3.24,2,242,0.0530650615692138,106.101.130.104,1,0.0323908329010009
118.235.3.24,2,243,0.0532279014587402,106.101.130.104,1,0.0317602157592773
118.235.3.24,2,244,0.0531530380249023,106.101.130.104,1,0.0313000679016113
118.235.3.24,2,275,0.0557780265808105,106.101.130.104,1,0.0250177383422851
118.235.3.24,2,271,0.0567240715026855,106.101.130.104,1,0.0290205478668212
118.235.3.24,2,272,0.057042121887207,106.101.130.104,1,0.0318825244903564
118.235.3.24,2,273,0.0568695068359375,106.101.130.104,1,0.0315191745758056
118.235.3.24,2,274,0.0567104816436767,106.101.130.104,1,0.0311686992645263
118.235.3.24,2,299,0.0565640926361084,106.101.130.104,1,0.0382568836212158
118.235.3.24,2,295,0.0573854446411132,106.101.130.104,1,0.0275828838348388
118.235.3.24,2,296,0.0577836036682128,106.101.130.104,1,0.0298144817352294
118.235.3.24,2,297,0.0576744079589843,106.101.130.104,1,0.0322895050048828
118.235.3.24,2,298,0.0574710369110107,106.101.130.104,1,0.0393898487091064
118.235.3.24,2,317,0.0519309043884277,106.101.130.104,1,0.0288817882537841
118.235.3.24,2,312,0.0532193183898925,106.101.130.104,1,0.0255563259124755
118.235.3.24,2,313,0.0534365177154541,106.101.130.104,1,0.0280308723449707
118.235.3.24,2,314,0.0533356666564941,106.101.130.104,1,0.0304772853851318
118.235.3.24,2,315,0.0536718368530273,106.101.130.104,1,0.0303575992584228
118.235.3.24,2,316,0.0535230636596679,106.101.130.104,1,0.0297415256500244
118.235.3.24,2,329,0.051520824432373,106.101.130.104,1,0.0258691310882568
118.235.3.24,2,324,0.0533874034881591,106.101.130.104,1,0.0254383087158203
118.235.3.24,2,325,0.0531435012817382,106.101.130.104,1,0.0273947715759277
118.235.3.24,2,326,0.0530507564544677,106.101.130.104,1,0.029628038406372
118.235.3.24,2,327,0.0526361465454101,106.101.130.104,1,0.031994342803955
118.235.3.24,2,328,0.0528631210327148,106.101.130.104,1,0.0342681407928466
118.235.3.24,2,332,0.0500087738037109,106.101.130.104,1,0.0318102836608886
118.235.3.24,2,333,0.0500648021697998,106.101.130.104,1,0.0323371887207031
118.235.3.24,2,334,0.0501079559326171,106.101.130.104,1,0.0318026542663574
118.235.3.24,2,336,0.0534911155700683,106.101.130.104,1,0.0252702236175537
118.235.3.24,2,337,0.0534391403198242,106.101.130.104,1,0.0278637409210205
118.235.3.24,2,338,0.0537919998168945,106.101.130.104,1,0.029914379119873
118.235.3.24,2,339,0.0538315773010253,106.101.130.104,1,0.0304005146026611
118.235.3.24,2,340,0.0537433624267578,106.101.130.104,1,0.0297904014587402
118.235.3.24,2,341,0.053917646408081,106.101.130.104,1,0.0289545059204101
118.235.3.24,2,389,0.0527205467224121,106.101.130.104,1,0.0292809009552001
118.235.3.24,2,384,0.0540933609008789,106.101.130.104,1,0.0258636474609375
118.235.3.24,2,385,0.0542385578155517,106.101.130.104,1,0.0317096710205078
118.235.3.24,2,386,0.0542173385620117,106.101.130.104,1,0.031294822692871
118.235.3.24,2,387,0.0541660785675048,106.101.130.104,1,0.0306084156036376
118.235.3.24,2,388,0.0540864467620849,106.101.130.104,1,0.0301709175109863
