Interface IP_1,Interface ID_1,Sequence Number,Latency_1,Interface IP_2,Interface ID_2,Latency_2,Latency Difference
106.101.130.104,1,24,0.0260591506958007,118.235.3.24,2.0,0.0463719367980957,0.020312786102295
106.101.130.104,1,37,0.0282423496246337,118.235.3.24,2.0,0.0483169555664062,0.020074605941772503
106.101.130.104,1,41,0.0797045230865478,118.235.3.24,2.0,0.0479049682617187,0.031799554824829095
106.101.130.104,1,40,0.0804393291473388,118.235.3.24,2.0,0.048724889755249,0.031714439392089795
106.101.130.104,1,39,0.0807573795318603,118.235.3.24,2.0,0.0486891269683837,0.0320682525634766
106.101.130.104,1,38,0.0811452865600586,118.235.3.24,2.0,0.0483198165893554,0.032825469970703194
106.101.130.104,1,48,0.056042194366455,118.235.3.24,2.0,0.0319199562072753,0.0241222381591797
106.101.130.104,1,65,0.0240936279296875,118.235.3.24,2.0,0.048274278640747,0.0241806507110595
106.101.130.104,1,90,0.0270266532897949,118.235.3.24,2.0,0.047530174255371,0.020503520965576096
106.101.130.104,1,107,0.0247642993927001,118.235.3.24,2.0,0.04534912109375,0.0205848217010499
106.101.130.104,1,126,0.0278589725494384,118.235.3.24,2.0,0.0552449226379394,0.027385950088500997
106.101.130.104,1,131,0.0306873321533203,118.235.3.24,2.0,0.0547764301300048,0.0240890979766845
106.101.130.104,1,130,0.0314464569091796,118.235.3.24,2.0,0.0547823905944824,0.023335933685302804
106.101.130.104,1,129,0.0319416522979736,118.235.3.24,2.0,0.0550501346588134,0.023108482360839802
106.101.130.104,1,128,0.0326566696166992,118.235.3.24,2.0,0.0550189018249511,0.022362232208251905
106.101.130.104,1,127,0.0332751274108886,118.235.3.24,2.0,0.0551099777221679,0.021834850311279297
106.101.130.104,1,150,0.0268173217773437,118.235.3.24,2.0,0.0474193096160888,0.020601987838745096
106.101.130.104,1,179,0.0243053436279296,118.235.3.24,2.0,0.0536177158355712,0.029312372207641598
106.101.130.104,1,174,0.0311331748962402,118.235.3.24,2.0,0.05352783203125,0.0223946571350098
106.101.130.104,1,191,0.0254220962524414,118.235.3.24,2.0,0.0537619590759277,0.0283398628234863
106.101.130.104,1,190,0.031296968460083,118.235.3.24,2.0,0.0552213191986084,0.023924350738525398
106.101.130.104,1,189,0.0315988063812255,118.235.3.24,2.0,0.0550558567047119,0.023457050323486398
106.101.130.104,1,188,0.0319225788116455,118.235.3.24,2.0,0.0548865795135498,0.022964000701904297
106.101.130.104,1,187,0.032128095626831,118.235.3.24,2.0,0.0547239780426025,0.022595882415771498
106.101.130.104,1,186,0.0323407649993896,118.235.3.24,2.0,0.0545606613159179,0.0222198963165283
