118.235.3.36,0,61.159,kt,1725702870930945,6728
118.235.3.36,1,57.025,kt,1725702870960418,2807
118.235.3.36,2,40.269,kt,1725702870977191,1335
118.235.3.36,3,52.008,kt,1725702871022586,3990
118.235.3.36,5,55.415,kt,1725702871093179,6544
118.235.3.36,6,60.811,kt,1725702871132331,2107
118.235.3.36,7,49.05,kt,1725702871154002,9623
118.235.3.36,8,54.837,kt,1725702871193396,6421
118.235.3.36,9,61.788,kt,1725702871233941,10754
118.235.3.36,10,58.918,kt,1725702871264674,14625
118.235.3.36,11,55.639,kt,1725702871295036,18096
118.235.3.36,12,59.868,kt,1725702871332848,7926
118.235.3.36,13,65.601,kt,1725702871372192,15758
118.235.3.36,14,63.293,kt,1725702871403499,11397
118.235.3.36,15,60.299,kt,1725702871434069,11817
118.235.3.36,16,55.636,kt,1725702871462987,6751
118.235.3.36,17,52.642,kt,1725702871493560,10971
118.235.3.36,18,58.089,kt,1725702871532620,4270
118.235.3.36,19,44.825,kt,1725702871552966,7071
118.235.3.36,20,57.569,kt,1725702871599302,27433
118.235.3.36,21,58.006,kt,1725702871633320,7517
118.235.3.36,22,53.012,kt,1725702871661897,2152
118.235.3.36,23,60.38,kt,1725702871702891,6696
118.235.3.36,24,55.748,kt,1725702871731881,1709
118.235.3.36,25,53.605,kt,1725702871763378,7022
118.235.3.36,26,59.742,kt,1725702871803102,2360
118.235.3.36,27,56.043,kt,1725702871833015,8568
118.235.3.36,28,41.866,kt,1725702871852426,2142
118.235.3.36,29,59.015,kt,1725702871903168,7246
118.235.3.36,30,58.156,kt,1725702871935915,18413
118.235.3.36,31,41.71,kt,1725702871953063,5552
118.235.3.36,32,56.84,kt,1725702872002055,3609
118.235.3.36,33,54.967,kt,1725702872033483,6499
118.235.3.36,34,50.014,kt,1725702872062144,2633
118.235.3.36,35,57.048,kt,1725702872102747,5108
118.235.3.36,36,52.945,kt,1725702872132266,2521
118.235.3.36,37,50.108,kt,1725702872162995,5270
118.235.3.36,38,55.699,kt,1725702872202166,2527
118.235.3.36,39,43.042,kt,1725702872223111,5534
118.235.3.36,40,67.937,kt,1725702872281627,12089
118.235.3.36,41,59.768,kt,1725702872307056,7169
118.235.3.36,42,46.032,kt,1725702872326949,2246
118.235.3.36,43,58.439,kt,1725702872372941,5699
118.235.3.36,44,54.248,kt,1725702872402320,2893
118.235.3.36,45,61.219,kt,1725702872442938,8636
118.235.3.36,46,57.24,kt,1725702872472561,2909
118.235.3.36,47,54.182,kt,1725702872503044,8436
118.235.3.36,48,67.405,kt,1725702872549912,1538
118.235.3.36,49,51.675,kt,1725702872567748,6103
118.235.3.36,50,56.882,kt,1725702872606542,14667
118.235.3.36,51,59.841,kt,1725702872643098,8545
118.235.3.36,52,55.124,kt,1725702872671991,2650
118.235.3.36,53,52.54,kt,1725702872702945,5950
118.235.3.36,54,58.046,kt,1725702872742106,3384
118.235.3.36,55,55.191,kt,1725702872772849,5567
118.235.3.36,56,61.077,kt,1725702872812336,3204
118.235.3.36,57,58.225,kt,1725702872843083,6462
118.235.3.36,58,53.902,kt,1725702872872313,3182
118.235.3.36,59,61.074,kt,1725702872913105,7347
118.235.3.36,60,57.918,kt,1725702872943578,12148
118.235.3.36,61,53.718,kt,1725702872972967,8433
118.235.3.36,62,59.409,kt,1725702873012237,3169
118.235.3.36,63,57.241,kt,1725702873043704,9153
118.235.3.36,64,52.04,kt,1725702873072092,2544
118.235.3.36,65,59.372,kt,1725702873112995,8441
118.235.3.36,66,55.014,kt,1725702873142236,2626
118.235.3.36,67,51.873,kt,1725702873172705,7658
118.235.3.36,68,42.775,kt,1725702873197240,2028
118.235.3.36,69,55.147,kt,1725702873243197,6901
118.235.3.36,70,48.319,kt,1725702873269952,15018
118.235.3.36,71,57.651,kt,1725702873312899,7102
118.235.3.36,72,43.581,kt,1725702873332439,1440
118.235.3.36,73,60.501,kt,1725702873382925,7196
118.235.3.36,74,64.355,kt,1725702873420350,2391
118.235.3.36,75,61.398,kt,1725702873451011,7698
118.235.3.36,76,43.946,kt,1725702873467140,2017
118.235.3.36,77,55.947,kt,1725702873512749,6200
118.235.3.36,78,41.733,kt,1725702873532115,2203
118.235.3.36,79,58.638,kt,1725702873582577,4968
118.235.3.36,80,57.906,kt,1725702873615485,10661
118.235.3.36,81,61.653,kt,1725702873652830,6909
118.235.3.36,82,57.11,kt,1725702873681894,1812
118.235.3.36,83,62.529,kt,1725702873720908,6588
118.235.3.36,84,60.095,kt,1725702873752077,3750
118.235.3.36,85,42.217,kt,1725702873767792,6818
118.235.3.36,86,53.597,kt,1725702873812763,4723
118.235.3.36,87,60.547,kt,1725702873853344,9332
118.235.3.36,88,56.183,kt,1725702873882564,4555
118.235.3.36,89,53.252,kt,1725702873913264,7354
118.235.3.36,90,62.396,kt,1725702873955967,17679
118.235.3.36,91,55.891,kt,1725702873983058,8102
118.235.3.36,92,61.133,kt,1725702874021898,3982
118.235.3.36,93,58.2,kt,1725702874052655,4493
118.235.3.36,94,54.277,kt,1725702874082226,3849
118.235.3.36,95,51.336,kt,1725702874112913,7569
118.235.3.36,96,56.811,kt,1725702874151983,3398
118.235.3.36,97,64.881,kt,1725702874193661,12198
118.235.3.36,98,47.676,kt,1725702874210024,3854
118.235.3.36,99,57.958,kt,1725702874253901,8183
118.235.3.36,100,53.754,kt,1725702874283298,10488
118.235.3.36,101,60.331,kt,1725702874323462,11345
118.235.3.36,102,55.821,kt,1725702874352579,4026
118.235.3.36,103,52.636,kt,1725702874382958,8386
118.235.3.36,104,43.184,kt,1725702874407108,2367
118.235.3.36,105,56.274,kt,1725702874453795,9571
118.235.3.36,106,50.825,kt,1725702874481940,3204
118.235.3.36,107,58.991,kt,1725702874523713,10044
118.235.3.36,108,53.767,kt,1725702874552089,4320
118.235.3.36,109,68.935,kt,1725702874600857,7812
118.235.3.36,110,66.577,kt,1725702874632079,15690
118.235.3.36,111,53.527,kt,1725702874652706,7862
118.235.3.36,112,49.607,kt,1725702874682330,2268
118.235.3.36,113,56.538,kt,1725702874722846,6169
118.235.3.36,114,52.036,kt,1725702874751936,1645
118.235.3.36,115,59.737,kt,1725702874793290,6922
118.235.3.36,116,54.917,kt,1725702874822018,3233
118.235.3.36,117,62.809,kt,1725702874863533,12567
118.235.3.36,118,57.721,kt,1725702874892025,1957
118.235.3.36,119,50.995,kt,1725702874918890,12107
118.235.3.36,120,50.594,kt,1725702874952088,29553
118.235.3.36,121,57.831,kt,1725702874992915,5524
118.235.3.36,122,38.044,kt,1725702875006737,593
118.235.3.36,123,69.071,kt,1725702875071372,10714
118.235.3.36,124,47.045,kt,1725702875082933,975
118.235.3.36,125,54.062,kt,1725702875123524,10565
118.235.3.36,126,49.097,kt,1725702875152163,789
